"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"63924","","","","","","","2108.948486328125","2108.948486328125","2108.948486328125","","",""
"63930","","","","","","","2129.98583984375","2129.98583984375","2129.98583984375","","",""
"63934","773.8004150390625","773.8004150390625","773.8004150390625","","","","","","","","",""
"63935","761.828369140625","761.828369140625","761.828369140625","","","","","","","","",""
"63936","","","","","","","2136.02978515625","2136.02978515625","2136.02978515625","","",""
"63937","","","","596.6044311523438","596.6044311523438","596.6044311523438","2115.103759765625","2115.103759765625","2115.103759765625","","",""
"63942","769.5078735351562","769.5078735351562","769.5078735351562","","","","","","","","",""
"63943","774.236572265625","774.236572265625","774.236572265625","","","","","","","983.5563354492188","983.5563354492188","983.5563354492188"
"63945","","","","","","","2108.69189453125","2108.69189453125","2108.69189453125","","",""
"63946","","","","","","","2126.88232421875","2126.88232421875","2126.88232421875","","",""
"63948","759.5301513671875","759.5301513671875","759.5301513671875","","","","","","","","",""
"63949","","","","595.2898559570312","595.2898559570312","595.2898559570312","2100.26123046875","2100.26123046875","2100.26123046875","","",""
"63952","762.7886352539062","762.7886352539062","762.7886352539062","","","","","","","","",""
"63954","","","","","","","","","","972.8697509765625","972.8697509765625","972.8697509765625"
"63957","","","","","","","","","","969.97705078125","969.97705078125","969.97705078125"
"63958","","","","","","","","","","982.8179931640625","982.8179931640625","982.8179931640625"
"63967","770.4694213867188","770.4694213867188","770.4694213867188","","","","","","","","",""
"63968","","","","601.0809326171875","601.0809326171875","601.0809326171875","","","","","",""
"63970","","","","","","","2130.1025390625","2130.1025390625","2130.1025390625","","",""
"63971","758.3211059570312","758.3211059570312","758.3211059570312","","","","","","","","",""
"63977","","","","","","","2123.146728515625","2123.146728515625","2123.146728515625","979.4907836914062","979.4907836914062","979.4907836914062"
"63979","","","","","","","","","","978.201416015625","978.201416015625","978.201416015625"
"63981","772.0138549804688","772.0138549804688","772.0138549804688","","","","","","","","",""
"63983","","","","598.1728515625","598.1728515625","598.1728515625","","","","","",""
"63984","","","","","","","2125.74560546875","2125.74560546875","2125.74560546875","","",""
"63987","763.7196655273438","763.7196655273438","763.7196655273438","","","","2104.30908203125","2104.30908203125","2104.30908203125","","",""
"63989","","","","","","","","","","982.1236572265625","982.1236572265625","982.1236572265625"
"63991","","","","595.2374267578125","595.2374267578125","595.2374267578125","","","","","",""
"63992","760.783447265625","760.783447265625","760.783447265625","","","","2102.38134765625","2102.38134765625","2102.38134765625","967.2860107421875","967.2860107421875","967.2860107421875"
"63993","","","","","","","","","","975.0158081054688","975.0158081054688","975.0158081054688"
"63998","","","","","","","2119.5458984375","2119.5458984375","2119.5458984375","","",""
"63999","","","","","","","2104.41943359375","2104.41943359375","2104.41943359375","","",""
"64003","772.0651245117188","772.0651245117188","772.0651245117188","","","","","","","","",""
"64006","","","","593.895263671875","593.895263671875","593.895263671875","","","","","",""
"64007","764.2098999023438","764.2098999023438","764.2098999023438","","","","","","","","",""
"64010","767.8466796875","767.8466796875","767.8466796875","","","","","","","","",""
"64013","773.006591796875","773.006591796875","773.006591796875","","","","","","","","",""
"64015","","","","","","","2099.78125","2099.78125","2099.78125","","",""
"64018","","","","","","","2106.00634765625","2106.00634765625","2106.00634765625","","",""
"64019","","","","","","","2099.63916015625","2099.63916015625","2099.63916015625","","",""
"64020","763.15576171875","763.15576171875","763.15576171875","594.9993896484375","594.9993896484375","594.9993896484375","","","","","",""
"64024","766.5794677734375","766.5794677734375","766.5794677734375","","","","","","","","",""
"64025","","","","598.2344360351562","598.2344360351562","598.2344360351562","2113.634765625","2113.634765625","2113.634765625","","",""
"64027","771.534423828125","771.534423828125","771.534423828125","","","","","","","","",""
"64028","","","","602.780029296875","602.780029296875","602.780029296875","","","","","",""
"64029","","","","596.2520751953125","596.2520751953125","596.2520751953125","2103.203369140625","2103.203369140625","2103.203369140625","971.8131103515625","971.8131103515625","971.8131103515625"
"64032","","","","","","","2098.60205078125","2098.60205078125","2098.60205078125","","",""
"64033","759.0443115234375","759.0443115234375","759.0443115234375","","","","","","","","",""
"64038","","","","","","","","","","979.8154296875","979.8154296875","979.8154296875"
"64042","","","","","","","2112.8583984375","2112.8583984375","2112.8583984375","","",""
"64046","","","","","","","","","","981.4711303710938","981.4711303710938","981.4711303710938"
"64050","","","","592.1436157226562","592.1436157226562","592.1436157226562","","","","","",""
"64054","","","","600.1195068359375","600.1195068359375","600.1195068359375","2126.7138671875","2126.7138671875","2126.7138671875","","",""
"64055","","","","","","","","","","974.4297485351562","974.4297485351562","974.4297485351562"
"64059","","","","","","","","","","966.933349609375","966.933349609375","966.933349609375"
"64061","","","","","","","","","","976.0911254882812","976.0911254882812","976.0911254882812"
"64069","767.4991455078125","767.4991455078125","767.4991455078125","","","","","","","","",""
"64074","","","","606.4844970703125","606.4844970703125","606.4844970703125","2137.7119140625","2137.7119140625","2137.7119140625","","",""
"64083","768.19775390625","768.19775390625","768.19775390625","","","","","","","979.4422607421875","979.4422607421875","979.4422607421875"
"64090","","","","601.5686645507812","601.5686645507812","601.5686645507812","","","","","",""
"64091","763.3814697265625","763.3814697265625","763.3814697265625","","","","","","","","",""
"64093","","","","","","","2112.228515625","2112.228515625","2112.228515625","","",""
"64095","","","","","","","2123.6142578125","2123.6142578125","2123.6142578125","","",""
"64097","","","","602.3111572265625","602.3111572265625","602.3111572265625","2127.50927734375","2127.50927734375","2127.50927734375","","",""
"64103","","","","","","","2115.6748046875","2115.6748046875","2115.6748046875","","",""
"64106","","","","","","","2114.83203125","2114.83203125","2114.83203125","974.3321533203125","974.3321533203125","974.3321533203125"
"64110","","","","","","","","","","978.140380859375","978.140380859375","978.140380859375"
"64112","769.9739379882812","769.9739379882812","769.9739379882812","","","","","","","","",""
"64114","","","","601.687744140625","601.687744140625","601.687744140625","","","","","",""
"64116","","","","595.839111328125","595.839111328125","595.839111328125","","","","973.1256103515625","973.1256103515625","973.1256103515625"
"64119","","","","","","","","","","981.8568725585938","981.8568725585938","981.8568725585938"
"64121","","","","","","","","","","972.13916015625","972.13916015625","972.13916015625"
"64122","761.4273681640625","761.4273681640625","761.4273681640625","","","","","","","967.83837890625","967.83837890625","967.83837890625"
"64123","775.5570068359375","775.5570068359375","775.5570068359375","","","","","","","","",""
"64124","768.665771484375","768.665771484375","768.665771484375","","","","2113.44677734375","2113.44677734375","2113.44677734375","","",""
"64126","761.7860717773438","761.7860717773438","761.7860717773438","","","","","","","","",""
"64133","","","","","","","","","","984.006591796875","984.006591796875","984.006591796875"
"64137","","","","","","","2117.177734375","2117.177734375","2117.177734375","","",""
"64139","767.7344970703125","767.7344970703125","767.7344970703125","597.60302734375","597.60302734375","597.60302734375","","","","","",""
"64143","","","","597.0152587890625","597.0152587890625","597.0152587890625","","","","972.1673583984375","972.1673583984375","972.1673583984375"
"64148","","","","605.7785034179688","605.7785034179688","605.7785034179688","","","","","",""
"64149","","","","","","","2100.852783203125","2100.852783203125","2100.852783203125","","",""
"64151","","","","","","","2111.69482421875","2111.69482421875","2111.69482421875","","",""
"64152","","","","599.0386352539062","599.0386352539062","599.0386352539062","","","","","",""
"64153","","","","601.8997802734375","601.8997802734375","601.8997802734375","","","","","",""
"64155","","","","599.41796875","599.41796875","599.41796875","","","","975.55859375","975.55859375","975.55859375"
"64156","","","","594.9141845703125","594.9141845703125","594.9141845703125","","","","","",""
"64158","","","","597.2054443359375","597.2054443359375","597.2054443359375","","","","","",""
"64159","","","","","","","","","","982.389892578125","982.389892578125","982.389892578125"
"64161","769.8846435546875","769.8846435546875","769.8846435546875","","","","2113.0712890625","2113.0712890625","2113.0712890625","","",""
"64163","","","","","","","2115.7236328125","2115.7236328125","2115.7236328125","","",""
"64165","","","","","","","2104.994140625","2104.994140625","2104.994140625","","",""
"64168","","","","597.02783203125","597.02783203125","597.02783203125","","","","","",""
"64172","768.5061645507812","768.5061645507812","768.5061645507812","597.518310546875","597.518310546875","597.518310546875","","","","","",""
"64173","","","","600.09033203125","600.09033203125","600.09033203125","","","","","",""
"64174","","","","","","","2094.41796875","2094.41796875","2094.41796875","","",""
"64184","","","","","","","","","","977.296875","977.296875","977.296875"
"64187","770.3184814453125","770.3184814453125","770.3184814453125","","","","","","","","",""
"64189","","","","600.8973388671875","600.8973388671875","600.8973388671875","","","","","",""
"64190","","","","","","","","","","972.6397094726562","972.6397094726562","972.6397094726562"
"64191","","","","","","","","","","974.909912109375","974.909912109375","974.909912109375"
"64193","763.5968017578125","763.5968017578125","763.5968017578125","","","","","","","971.1863403320312","971.1863403320312","971.1863403320312"
"64196","","","","","","","2096.5595703125","2096.5595703125","2096.5595703125","","",""
"64197","","","","","","","2108.92041015625","2108.92041015625","2108.92041015625","967.716552734375","967.716552734375","967.716552734375"
"64198","","","","602.470458984375","602.470458984375","602.470458984375","","","","","",""
"64200","","","","","","","","","","976.165283203125","976.165283203125","976.165283203125"
"64202","","","","","","","","","","967.027587890625","967.027587890625","967.027587890625"
"64207","768.357666015625","768.357666015625","768.357666015625","","","","","","","","",""
"64208","","","","","","","","","","977.0771484375","977.0771484375","977.0771484375"
