"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"96396","743.811279296875","743.811279296875","743.811279296875","","","","","","","","",""
"96397","741.9287109375","741.9287109375","741.9287109375","","","","","","","","",""
"96398","","","","572.6642456054688","572.6642456054688","572.6642456054688","","","","","",""
"96402","745.5035400390625","745.5035400390625","745.5035400390625","","","","","","","","",""
"96409","","","","","","","2055.88525390625","2055.88525390625","2055.88525390625","","",""
"96412","","","","","","","","","","956.9088745117188","956.9088745117188","956.9088745117188"
"96413","740.97509765625","740.97509765625","740.97509765625","575.2611083984375","575.2611083984375","575.2611083984375","","","","","",""
"96415","","","","578.8143310546875","578.8143310546875","578.8143310546875","","","","","",""
"96419","","","","","","","","","","950.4521484375","950.4521484375","950.4521484375"
"96425","","","","571.4832763671875","571.4832763671875","571.4832763671875","","","","","",""
"96428","","","","","","","2072.72412109375","2072.72412109375","2072.72412109375","950.8489990234375","950.8489990234375","950.8489990234375"
"96432","740.1402587890625","740.1402587890625","740.1402587890625","","","","","","","","",""
"96433","","","","","","","2050.39990234375","2050.39990234375","2050.39990234375","","",""
"96434","736.6476440429688","736.6476440429688","736.6476440429688","","","","","","","947.2902221679688","947.2902221679688","947.2902221679688"
"96437","","","","","","","2047.091552734375","2047.091552734375","2047.091552734375","","",""
"96440","","","","","","","2068.010498046875","2068.010498046875","2068.010498046875","","",""
"96441","","","","571.3590087890625","571.3590087890625","571.3590087890625","","","","","",""
"96447","","","","","","","2049.1494140625","2049.1494140625","2049.1494140625","","",""
"96449","","","","","","","","","","950.407958984375","950.407958984375","950.407958984375"
"96452","744.7827758789062","744.7827758789062","744.7827758789062","576.8685913085938","576.8685913085938","576.8685913085938","","","","","",""
"96454","","","","","","","2061.71240234375","2061.71240234375","2061.71240234375","","",""
"96457","","","","","","","2054.9931640625","2054.9931640625","2054.9931640625","","",""
"96460","","","","572.3555908203125","572.3555908203125","572.3555908203125","2062.97607421875","2062.97607421875","2062.97607421875","","",""
"96463","","","","580.1659545898438","580.1659545898438","580.1659545898438","","","","","",""
"96464","","","","","","","","","","958.5885009765625","958.5885009765625","958.5885009765625"
"96468","","","","","","","2048.39208984375","2048.39208984375","2048.39208984375","","",""
"96471","","","","","","","2054.787353515625","2054.787353515625","2054.787353515625","","",""
"96476","","","","","","","","","","942.52685546875","942.52685546875","942.52685546875"
"96480","","","","","","","2062.406982421875","2062.406982421875","2062.406982421875","","",""
"96481","","","","","","","","","","943.4786376953125","943.4786376953125","943.4786376953125"
"96482","735.6658935546875","735.6658935546875","735.6658935546875","","","","","","","","",""
"96484","","","","","","","","","","948.1329345703125","948.1329345703125","948.1329345703125"
"96485","","","","","","","2063.31982421875","2063.31982421875","2063.31982421875","","",""
"96487","744.7384033203125","744.7384033203125","744.7384033203125","","","","","","","","",""
"96490","","","","573.989990234375","573.989990234375","573.989990234375","","","","","",""
"96491","","","","","","","","","","955.5888671875","955.5888671875","955.5888671875"
"96493","","","","575.158935546875","575.158935546875","575.158935546875","2055.8525390625","2055.8525390625","2055.8525390625","","",""
"96494","","","","587.6661376953125","587.6661376953125","587.6661376953125","","","","","",""
"96495","","","","582.3003540039062","582.3003540039062","582.3003540039062","2087.20361328125","2087.20361328125","2087.20361328125","","",""
"96498","","","","578.193359375","578.193359375","578.193359375","","","","","",""
"96500","","","","","","","","","","951.0467529296875","951.0467529296875","951.0467529296875"
"96504","749.117919921875","749.117919921875","749.117919921875","","","","2069.413818359375","2069.413818359375","2069.413818359375","","",""
"96506","740.5157470703125","740.5157470703125","740.5157470703125","","","","2059.90234375","2059.90234375","2059.90234375","","",""
"96510","747.1011962890625","747.1011962890625","747.1011962890625","579.060546875","579.060546875","579.060546875","","","","","",""
"96512","747.447998046875","747.447998046875","747.447998046875","","","","","","","","",""
"96516","","","","575.2229614257812","575.2229614257812","575.2229614257812","","","","","",""
"96525","","","","","","","2077.3330078125","2077.3330078125","2077.3330078125","","",""
"96530","735.1372680664062","735.1372680664062","735.1372680664062","569.8690185546875","569.8690185546875","569.8690185546875","","","","","",""
"96533","751.613037109375","751.613037109375","751.613037109375","","","","","","","","",""
"96534","","","","","","","2073.02490234375","2073.02490234375","2073.02490234375","959.8309936523438","959.8309936523438","959.8309936523438"
"96536","","","","","","","2067.150634765625","2067.150634765625","2067.150634765625","","",""
"96537","","","","578.6439208984375","578.6439208984375","578.6439208984375","","","","","",""
"96538","740.8325805664062","740.8325805664062","740.8325805664062","","","","","","","946.551513671875","946.551513671875","946.551513671875"
"96545","","","","571.0279541015625","571.0279541015625","571.0279541015625","","","","941.6566772460938","941.6566772460938","941.6566772460938"
"96548","","","","577.127685546875","577.127685546875","577.127685546875","","","","","",""
"96551","738.540771484375","738.540771484375","738.540771484375","","","","","","","","",""
"96553","736.64404296875","736.64404296875","736.64404296875","","","","","","","","",""
"96555","741.4360961914062","741.4360961914062","741.4360961914062","","","","","","","","",""
"96556","740.64697265625","740.64697265625","740.64697265625","","","","","","","","",""
"96558","731.647216796875","731.647216796875","731.647216796875","","","","","","","","",""
"96559","","","","567.0850830078125","567.0850830078125","567.0850830078125","","","","","",""
"96562","","","","572.3826904296875","572.3826904296875","572.3826904296875","","","","","",""
"96569","","","","","","","2051.352294921875","2051.352294921875","2051.352294921875","941.6546630859375","941.6546630859375","941.6546630859375"
"96571","","","","578.0543212890625","578.0543212890625","578.0543212890625","","","","","",""
"96575","","","","568.3905029296875","568.3905029296875","568.3905029296875","","","","","",""
"96576","","","","","","","","","","950.6460571289062","950.6460571289062","950.6460571289062"
"96586","745.3114624023438","745.3114624023438","745.3114624023438","","","","","","","","",""
"96587","744.5283203125","744.5283203125","744.5283203125","","","","","","","","",""
"96588","","","","581.0117797851562","581.0117797851562","581.0117797851562","","","","","",""
"96591","","","","577.916748046875","577.916748046875","577.916748046875","","","","","",""
"96592","","","","","","","2060.7763671875","2060.7763671875","2060.7763671875","948.0693359375","948.0693359375","948.0693359375"
"96595","","","","575.809326171875","575.809326171875","575.809326171875","","","","951.9848022460938","951.9848022460938","951.9848022460938"
"96596","","","","572.2581787109375","572.2581787109375","572.2581787109375","","","","947.521728515625","947.521728515625","947.521728515625"
"96597","","","","","","","","","","947.9241943359375","947.9241943359375","947.9241943359375"
"96598","","","","569.7962036132812","569.7962036132812","569.7962036132812","","","","","",""
"96600","","","","","","","","","","946.2473754882812","946.2473754882812","946.2473754882812"
"96603","","","","568.6372680664062","568.6372680664062","568.6372680664062","2044.3443603515625","2044.3443603515625","2044.3443603515625","","",""
"96608","","","","579.8839111328125","579.8839111328125","579.8839111328125","","","","","",""
"96610","","","","581.9794921875","581.9794921875","581.9794921875","","","","960.8154296875","960.8154296875","960.8154296875"
"96614","","","","","","","","","","947.9495849609375","947.9495849609375","947.9495849609375"
"96619","","","","","","","","","","941.5704956054688","941.5704956054688","941.5704956054688"
"96623","736.6383666992188","736.6383666992188","736.6383666992188","","","","","","","","",""
"96628","747.8490600585938","747.8490600585938","747.8490600585938","","","","","","","","",""
"96632","","","","","","","","","","935.86962890625","935.86962890625","935.86962890625"
"96635","","","","574.563232421875","574.563232421875","574.563232421875","","","","","",""
"96636","","","","","","","","","","944.098876953125","944.098876953125","944.098876953125"
"96640","","","","","","","","","","954.0657348632812","954.0657348632812","954.0657348632812"
"96641","736.4196166992188","736.4196166992188","736.4196166992188","569.9803466796875","569.9803466796875","569.9803466796875","","","","","",""
"96642","","","","","","","","","","955.2696533203125","955.2696533203125","955.2696533203125"
"96643","738.6525268554688","738.6525268554688","738.6525268554688","","","","","","","944.63232421875","944.63232421875","944.63232421875"
"96649","","","","","","","","","","960.140625","960.140625","960.140625"
"96652","","","","566.931396484375","566.931396484375","566.931396484375","2050.084716796875","2050.084716796875","2050.084716796875","","",""
"96653","","","","","","","2061.02001953125","2061.02001953125","2061.02001953125","","",""
"96654","","","","","","","2065.74560546875","2065.74560546875","2065.74560546875","","",""
"96655","","","","572.7870483398438","572.7870483398438","572.7870483398438","","","","","",""
"96659","","","","","","","2057.30419921875","2057.30419921875","2057.30419921875","","",""
"96664","","","","577.9757080078125","577.9757080078125","577.9757080078125","","","","","",""
"96665","733.6538696289062","733.6538696289062","733.6538696289062","","","","","","","","",""
"96669","741.854736328125","741.854736328125","741.854736328125","","","","","","","","",""
"96671","742.1720581054688","742.1720581054688","742.1720581054688","","","","","","","","",""
"96674","","","","","","","2074.69189453125","2074.69189453125","2074.69189453125","","",""
"96675","725.1155395507812","725.1155395507812","725.1155395507812","","","","","","","929.3505859375","929.3505859375","929.3505859375"
"96677","","","","579.7650756835938","579.7650756835938","579.7650756835938","","","","","",""
"96681","741.970703125","741.970703125","741.970703125","","","","","","","","",""
"96685","","","","575.5311279296875","575.5311279296875","575.5311279296875","","","","","",""
"96686","739.65576171875","739.65576171875","739.65576171875","","","","","","","","",""
"96691","740.6524047851562","740.6524047851562","740.6524047851562","","","","","","","","",""
"96695","","","","575.4432373046875","575.4432373046875","575.4432373046875","","","","","",""
"96696","","","","571.60791015625","571.60791015625","571.60791015625","","","","","",""
"96697","","","","573.802001953125","573.802001953125","573.802001953125","","","","","",""
"96698","","","","","","","","","","955.2802734375","955.2802734375","955.2802734375"
"96699","","","","","","","","","","950.5455932617188","950.5455932617188","950.5455932617188"
"96701","","","","572.0250244140625","572.0250244140625","572.0250244140625","","","","","",""
"96703","","","","","","","","","","954.0556030273438","954.0556030273438","954.0556030273438"
"96715","739.7777099609375","739.7777099609375","739.7777099609375","","","","","","","","",""
"96716","","","","567.109375","567.109375","567.109375","","","","","",""
"96719","739.34375","739.34375","739.34375","","","","","","","","",""
"96726","","","","","","","2056.560546875","2056.560546875","2056.560546875","946.503662109375","946.503662109375","946.503662109375"
"96729","739.671142578125","739.671142578125","739.671142578125","","","","","","","946.7445068359375","946.7445068359375","946.7445068359375"
"96731","736.1954345703125","736.1954345703125","736.1954345703125","","","","","","","","",""
"96732","","","","","","","2081.578125","2081.578125","2081.578125","","",""
"96736","","","","574.3751831054688","574.3751831054688","574.3751831054688","","","","","",""
"96743","","","","","","","","","","942.7628173828125","942.7628173828125","942.7628173828125"
"96745","","","","","","","","","","950.7924194335938","950.7924194335938","950.7924194335938"
"96746","744.3359375","744.3359375","744.3359375","","","","","","","","",""
"96754","735.002197265625","735.002197265625","735.002197265625","","","","","","","","",""
"96757","739.2050170898438","739.2050170898438","739.2050170898438","","","","","","","","",""
"96763","","","","","","","2047.962890625","2047.962890625","2047.962890625","","",""
"96767","","","","","","","2052.352783203125","2052.352783203125","2052.352783203125","","",""
"96770","739.3558349609375","739.3558349609375","739.3558349609375","574.2193603515625","574.2193603515625","574.2193603515625","","","","","",""
"96777","","","","","","","","","","951.8613891601562","951.8613891601562","951.8613891601562"
"96779","","","","579.3716430664062","579.3716430664062","579.3716430664062","","","","","",""
"96782","731.469482421875","731.469482421875","731.469482421875","","","","","","","938.3970336914062","938.3970336914062","938.3970336914062"
"96786","","","","","","","","","","943.5654296875","943.5654296875","943.5654296875"
"96787","","","","","","","2050.115234375","2050.115234375","2050.115234375","947.479736328125","947.479736328125","947.479736328125"
"96788","","","","573.7803955078125","573.7803955078125","573.7803955078125","","","","","",""
"96803","","","","","","","","","","955.7264404296875","955.7264404296875","955.7264404296875"
"96804","","","","","","","","","","942.117431640625","942.117431640625","942.117431640625"
"96809","","","","","","","","","","945.71923828125","945.71923828125","945.71923828125"
"96810","","","","","","","","","","953.001953125","953.001953125","953.001953125"
"96811","","","","","","","","","","942.0912475585938","942.0912475585938","942.0912475585938"
"96819","","","","","","","2075.558349609375","2075.558349609375","2075.558349609375","","",""
"96820","","","","574.3609008789062","574.3609008789062","574.3609008789062","2052.369140625","2052.369140625","2052.369140625","","",""
"96823","","","","","","","2064.141845703125","2064.141845703125","2064.141845703125","","",""
"96825","749.3536376953125","749.3536376953125","749.3536376953125","","","","","","","","",""
"96827","","","","574.476806640625","574.476806640625","574.476806640625","","","","","",""
"96833","","","","","","","2070.89794921875","2070.89794921875","2070.89794921875","","",""
"96835","742.9766845703125","742.9766845703125","742.9766845703125","","","","","","","","",""
"96838","","","","578.2727661132812","578.2727661132812","578.2727661132812","","","","","",""
"96839","","","","574.69921875","574.69921875","574.69921875","","","","946.2777099609375","946.2777099609375","946.2777099609375"
"96843","","","","571.4945068359375","571.4945068359375","571.4945068359375","","","","","",""
"96844","","","","","","","2052.854248046875","2052.854248046875","2052.854248046875","943.653564453125","943.653564453125","943.653564453125"
"96846","","","","","","","","","","936.0455322265625","936.0455322265625","936.0455322265625"
"96848","745.8619384765625","745.8619384765625","745.8619384765625","","","","","","","955.3875732421875","955.3875732421875","955.3875732421875"
"96854","","","","570.1966552734375","570.1966552734375","570.1966552734375","2055.17236328125","2055.17236328125","2055.17236328125","","",""
"96857","","","","577.8707275390625","577.8707275390625","577.8707275390625","","","","","",""
"96858","","","","","","","2058.2939453125","2058.2939453125","2058.2939453125","","",""
"96859","","","","","","","","","","942.824462890625","942.824462890625","942.824462890625"
"96867","750.1296997070312","750.1296997070312","750.1296997070312","","","","","","","","",""
"96869","","","","571.7724609375","571.7724609375","571.7724609375","2047.5494384765625","2047.5494384765625","2047.5494384765625","","",""
"96870","734.27001953125","734.27001953125","734.27001953125","","","","","","","","",""
"96880","","","","","","","2086.89208984375","2086.89208984375","2086.89208984375","","",""
"96887","","","","","","","2060.79833984375","2060.79833984375","2060.79833984375","","",""
"96889","","","","","","","","","","944.614990234375","944.614990234375","944.614990234375"
"96891","","","","569.0533447265625","569.0533447265625","569.0533447265625","","","","","",""
"96892","739.9501953125","739.9501953125","739.9501953125","","","","","","","","",""
"96897","","","","","","","","","","955.2484741210938","955.2484741210938","955.2484741210938"
"96898","741.7405395507812","741.7405395507812","741.7405395507812","","","","","","","","",""
"96899","","","","577.3775024414062","577.3775024414062","577.3775024414062","","","","","",""
"96900","","","","572.4324951171875","572.4324951171875","572.4324951171875","","","","","",""
"96902","","","","","","","2047.1092529296875","2047.1092529296875","2047.1092529296875","","",""
"96903","","","","","","","","","","953.9620971679688","953.9620971679688","953.9620971679688"
"96913","","","","570.40185546875","570.40185546875","570.40185546875","","","","","",""
"96914","","","","","","","","","","953.667724609375","953.667724609375","953.667724609375"
"96916","","","","579.6397094726562","579.6397094726562","579.6397094726562","","","","","",""
"96920","","","","","","","","","","947.719970703125","947.719970703125","947.719970703125"
"96921","","","","575.74853515625","575.74853515625","575.74853515625","2063.822265625","2063.822265625","2063.822265625","951.2446899414062","951.2446899414062","951.2446899414062"
"96923","736.375","736.375","736.375","","","","","","","","",""
"96926","","","","571.133544921875","571.133544921875","571.133544921875","2036.099365234375","2036.099365234375","2036.099365234375","","",""
"96929","","","","573.511474609375","573.511474609375","573.511474609375","","","","","",""
"96930","","","","570.51416015625","570.51416015625","570.51416015625","","","","","",""
"96931","","","","","","","","","","946.7236938476562","946.7236938476562","946.7236938476562"
"96933","747.8372802734375","747.8372802734375","747.8372802734375","578.7847900390625","578.7847900390625","578.7847900390625","","","","956.7286376953125","956.7286376953125","956.7286376953125"
"96936","737.5755004882812","737.5755004882812","737.5755004882812","","","","","","","","",""
"96938","","","","","","","","","","948.3546142578125","948.3546142578125","948.3546142578125"
"96940","","","","","","","2047.9276123046875","2047.9276123046875","2047.9276123046875","","",""
"96944","","","","","","","2062.780517578125","2062.780517578125","2062.780517578125","","",""
"96948","","","","","","","2042.8880615234375","2042.8880615234375","2042.8880615234375","","",""
"96953","741.9884033203125","741.9884033203125","741.9884033203125","","","","","","","","",""
"96960","","","","574.9559326171875","574.9559326171875","574.9559326171875","","","","","",""
"96961","","","","","","","","","","960.4442749023438","960.4442749023438","960.4442749023438"
"96962","740.9685668945312","740.9685668945312","740.9685668945312","","","","","","","","",""
"96967","","","","566.2076416015625","566.2076416015625","566.2076416015625","","","","","",""
"96968","734.2670288085938","734.2670288085938","734.2670288085938","","","","","","","","",""
"96970","","","","571.8121337890625","571.8121337890625","571.8121337890625","","","","","",""
"96978","","","","579.8804931640625","579.8804931640625","579.8804931640625","","","","","",""
"96985","740.982177734375","740.982177734375","740.982177734375","","","","","","","","",""
"96995","","","","","","","2055.41552734375","2055.41552734375","2055.41552734375","","",""
"96997","","","","","","","","","","948.5188598632812","948.5188598632812","948.5188598632812"
"96999","741.7392578125","741.7392578125","741.7392578125","574.4921264648438","574.4921264648438","574.4921264648438","","","","","",""
"97000","","","","","","","2076.46630859375","2076.46630859375","2076.46630859375","954.370361328125","954.370361328125","954.370361328125"
"97002","","","","","","","2057.7587890625","2057.7587890625","2057.7587890625","","",""
"97004","","","","575.18310546875","575.18310546875","575.18310546875","","","","","",""
"97007","","","","","","","2046.6644287109375","2046.6644287109375","2046.6644287109375","","",""
"97009","738.429931640625","738.429931640625","738.429931640625","","","","","","","","",""
"97011","","","","578.2552490234375","578.2552490234375","578.2552490234375","","","","949.563232421875","949.563232421875","949.563232421875"
"97012","742.0845947265625","742.0845947265625","742.0845947265625","","","","2055.698974609375","2055.698974609375","2055.698974609375","949.3801879882812","949.3801879882812","949.3801879882812"
"97013","","","","578.0950927734375","578.0950927734375","578.0950927734375","2071.012451171875","2071.012451171875","2071.012451171875","","",""
"97016","","","","","","","","","","948.4154663085938","948.4154663085938","948.4154663085938"
"97018","","","","577.6201171875","577.6201171875","577.6201171875","","","","","",""
"97028","","","","","","","","","","951.53662109375","951.53662109375","951.53662109375"
"97035","","","","","","","2066.45263671875","2066.45263671875","2066.45263671875","952.1596069335938","952.1596069335938","952.1596069335938"
"97036","","","","575.3159790039062","575.3159790039062","575.3159790039062","","","","","",""
"97039","","","","","","","","","","956.26220703125","956.26220703125","956.26220703125"
"97041","736.9783935546875","736.9783935546875","736.9783935546875","","","","","","","","",""
"97045","743.2647705078125","743.2647705078125","743.2647705078125","","","","","","","951.62060546875","951.62060546875","951.62060546875"
"97048","","","","","","","","","","949.038818359375","949.038818359375","949.038818359375"
"97049","","","","","","","","","","955.2098388671875","955.2098388671875","955.2098388671875"
"97050","","","","576.2197265625","576.2197265625","576.2197265625","","","","","",""
"97051","","","","580.8577880859375","580.8577880859375","580.8577880859375","","","","","",""
"97054","","","","568.2943725585938","568.2943725585938","568.2943725585938","","","","","",""
"97056","","","","","","","","","","949.87158203125","949.87158203125","949.87158203125"
"97057","","","","","","","2063.722412109375","2063.722412109375","2063.722412109375","","",""
"97058","735.0419921875","735.0419921875","735.0419921875","566.3553466796875","566.3553466796875","566.3553466796875","","","","","",""
"97059","739.5604248046875","739.5604248046875","739.5604248046875","","","","","","","","",""
"97061","","","","572.9696044921875","572.9696044921875","572.9696044921875","","","","","",""
"97062","","","","","","","2052.388671875","2052.388671875","2052.388671875","","",""
"97063","","","","","","","2072.09716796875","2072.09716796875","2072.09716796875","","",""
"97064","","","","","","","","","","935.4395141601562","935.4395141601562","935.4395141601562"
"97066","732.7048950195312","732.7048950195312","732.7048950195312","","","","2042.291259765625","2042.291259765625","2042.291259765625","937.3231201171875","937.3231201171875","937.3231201171875"
"97068","","","","","","","2066.669921875","2066.669921875","2066.669921875","","",""
"97069","742.2363891601562","742.2363891601562","742.2363891601562","","","","","","","951.8935546875","951.8935546875","951.8935546875"
"97073","","","","","","","2068.753173828125","2068.753173828125","2068.753173828125","","",""
"97077","","","","578.1600341796875","578.1600341796875","578.1600341796875","","","","","",""
"97081","","","","569.8494873046875","569.8494873046875","569.8494873046875","","","","","",""
"97082","","","","569.4260864257812","569.4260864257812","569.4260864257812","","","","","",""
"97084","","","","575.42626953125","575.42626953125","575.42626953125","","","","","",""
"97085","743.338134765625","743.338134765625","743.338134765625","575.7843017578125","575.7843017578125","575.7843017578125","2066.14208984375","2066.14208984375","2066.14208984375","","",""
"97095","","","","","","","2052.02685546875","2052.02685546875","2052.02685546875","","",""
"97097","","","","577.1889038085938","577.1889038085938","577.1889038085938","","","","","",""
"97098","","","","","","","","","","941.7669067382812","941.7669067382812","941.7669067382812"
"97099","740.8085327148438","740.8085327148438","740.8085327148438","","","","","","","","",""
"97101","743.2088623046875","743.2088623046875","743.2088623046875","","","","","","","","",""
"97102","739.6373291015625","739.6373291015625","739.6373291015625","574.8128662109375","574.8128662109375","574.8128662109375","","","","","",""
"97103","","","","576.52587890625","576.52587890625","576.52587890625","","","","","",""
"97104","","","","","","","2052.31005859375","2052.31005859375","2052.31005859375","","",""
"97108","740.05322265625","740.05322265625","740.05322265625","","","","","","","","",""
"97109","744.65234375","744.65234375","744.65234375","","","","","","","","",""
"97113","","","","576.780517578125","576.780517578125","576.780517578125","","","","","",""
"97118","","","","","","","2077.037109375","2077.037109375","2077.037109375","","",""
"97123","","","","","","","2075.88232421875","2075.88232421875","2075.88232421875","955.779541015625","955.779541015625","955.779541015625"
"97131","","","","","","","","","","957.2003173828125","957.2003173828125","957.2003173828125"
"97132","","","","","","","","","","942.2946166992188","942.2946166992188","942.2946166992188"
"97137","","","","569.911865234375","569.911865234375","569.911865234375","","","","","",""
"97141","","","","","","","2080.69384765625","2080.69384765625","2080.69384765625","","",""
"97143","742.7687377929688","742.7687377929688","742.7687377929688","","","","","","","","",""
"97145","","","","","","","","","","947.135498046875","947.135498046875","947.135498046875"
"97146","","","","","","","","","","953.7303466796875","953.7303466796875","953.7303466796875"
"97151","","","","","","","","","","949.5804443359375","949.5804443359375","949.5804443359375"
"97152","748.8616943359375","748.8616943359375","748.8616943359375","","","","2085.38671875","2085.38671875","2085.38671875","","",""
"97157","","","","","","","","","","951.291015625","951.291015625","951.291015625"
"97160","750.719482421875","750.719482421875","750.719482421875","","","","","","","","",""
"97161","746.9859619140625","746.9859619140625","746.9859619140625","","","","","","","","",""
"97163","737.7711181640625","737.7711181640625","737.7711181640625","","","","","","","","",""
"97168","","","","","","","2065.212890625","2065.212890625","2065.212890625","952.12255859375","952.12255859375","952.12255859375"
"97169","","","","572.009521484375","572.009521484375","572.009521484375","","","","","",""
"97174","","","","","","","2064.935791015625","2064.935791015625","2064.935791015625","","",""
"97176","","","","579.54833984375","579.54833984375","579.54833984375","","","","","",""
"97179","","","","","","","","","","951.5184326171875","951.5184326171875","951.5184326171875"
"97180","","","","580.182861328125","580.182861328125","580.182861328125","","","","","",""
"97181","","","","","","","","","","948.1527099609375","948.1527099609375","948.1527099609375"
"97183","","","","","","","2054.4560546875","2054.4560546875","2054.4560546875","","",""
"97192","739.7489013671875","739.7489013671875","739.7489013671875","","","","","","","","",""
"97193","740.9302368164062","740.9302368164062","740.9302368164062","","","","","","","948.8963012695312","948.8963012695312","948.8963012695312"
"97197","","","","","","","2048.6533203125","2048.6533203125","2048.6533203125","","",""
"97198","738.6837158203125","738.6837158203125","738.6837158203125","","","","","","","946.06201171875","946.06201171875","946.06201171875"
"97199","737.602294921875","737.602294921875","737.602294921875","572.0465698242188","572.0465698242188","572.0465698242188","","","","","",""
"97200","","","","","","","","","","948.203857421875","948.203857421875","948.203857421875"
"97202","","","","","","","","","","954.292236328125","954.292236328125","954.292236328125"
"97204","","","","","","","2054.5634765625","2054.5634765625","2054.5634765625","","",""
"97207","","","","","","","2043.5107421875","2043.5107421875","2043.5107421875","","",""
"97209","736.7740478515625","736.7740478515625","736.7740478515625","","","","","","","","",""
"97211","","","","","","","","","","941.6497192382812","941.6497192382812","941.6497192382812"
"97216","","","","","","","2053.736328125","2053.736328125","2053.736328125","","",""
"97217","","","","","","","","","","943.5603637695312","943.5603637695312","943.5603637695312"
"97220","","","","576.6608276367188","576.6608276367188","576.6608276367188","","","","","",""
"97222","","","","","","","2057.185546875","2057.185546875","2057.185546875","","",""
"97223","","","","","","","","","","940.94482421875","940.94482421875","940.94482421875"
"97225","","","","","","","","","","950.1719360351562","950.1719360351562","950.1719360351562"
"97227","737.4737548828125","737.4737548828125","737.4737548828125","572.7554931640625","572.7554931640625","572.7554931640625","","","","","",""
"97228","","","","574.1388549804688","574.1388549804688","574.1388549804688","","","","","",""
"97232","","","","","","","","","","946.4464721679688","946.4464721679688","946.4464721679688"
"97235","","","","","","","","","","945.0536499023438","945.0536499023438","945.0536499023438"
"97236","","","","","","","2057.209228515625","2057.209228515625","2057.209228515625","","",""
"97237","746.8287963867188","746.8287963867188","746.8287963867188","","","","","","","","",""
"97238","","","","576.462646484375","576.462646484375","576.462646484375","","","","","",""
"97242","","","","","","","","","","943.9229736328125","943.9229736328125","943.9229736328125"
"97245","","","","","","","","","","944.80810546875","944.80810546875","944.80810546875"
"97246","","","","568.2381591796875","568.2381591796875","568.2381591796875","","","","","",""
"97247","","","","","","","2057.329833984375","2057.329833984375","2057.329833984375","949.72607421875","949.72607421875","949.72607421875"
"97248","","","","","","","","","","943.4970703125","943.4970703125","943.4970703125"
"97249","","","","582.1431884765625","582.1431884765625","582.1431884765625","","","","","",""
"97250","","","","","","","2045.1995849609375","2045.1995849609375","2045.1995849609375","","",""
"97251","740.555908203125","740.555908203125","740.555908203125","","","","","","","","",""
"97255","","","","","","","","","","953.9649047851562","953.9649047851562","953.9649047851562"
"97256","","","","573.6248779296875","573.6248779296875","573.6248779296875","","","","","",""
"97257","740.179931640625","740.179931640625","740.179931640625","","","","","","","","",""
"97263","729.3988037109375","729.3988037109375","729.3988037109375","","","","","","","","",""
"97264","","","","","","","","","","947.026611328125","947.026611328125","947.026611328125"
"97266","","","","570.822265625","570.822265625","570.822265625","","","","","",""
"97267","","","","567.442626953125","567.442626953125","567.442626953125","","","","","",""
"97277","744.0225219726562","744.0225219726562","744.0225219726562","","","","","","","","",""
"97278","","","","573.889404296875","573.889404296875","573.889404296875","","","","","",""
"97282","","","","572.7861938476562","572.7861938476562","572.7861938476562","","","","","",""
"97285","736.837890625","736.837890625","736.837890625","","","","","","","","",""
"97286","740.8131103515625","740.8131103515625","740.8131103515625","","","","","","","","",""
"97293","","","","","","","2049.977294921875","2049.977294921875","2049.977294921875","","",""
"97297","743.8682861328125","743.8682861328125","743.8682861328125","","","","","","","","",""
"97300","","","","","","","","","","954.7721557617188","954.7721557617188","954.7721557617188"
"97301","","","","578.3760986328125","578.3760986328125","578.3760986328125","","","","","",""
"97305","","","","574.3043823242188","574.3043823242188","574.3043823242188","","","","","",""
"97308","","","","","","","2063.01953125","2063.01953125","2063.01953125","","",""
"97309","","","","","","","2068.9638671875","2068.9638671875","2068.9638671875","","",""
"97315","","","","574.1221923828125","574.1221923828125","574.1221923828125","","","","","",""
"97318","","","","572.5491943359375","572.5491943359375","572.5491943359375","","","","","",""
"97321","737.710205078125","737.710205078125","737.710205078125","","","","","","","","",""
"97326","","","","","","","","","","945.77001953125","945.77001953125","945.77001953125"
"97327","743.967041015625","743.967041015625","743.967041015625","","","","","","","954.4697265625","954.4697265625","954.4697265625"
"97331","","","","576.8990478515625","576.8990478515625","576.8990478515625","","","","","",""
"97336","738.097900390625","738.097900390625","738.097900390625","","","","","","","","",""
"97337","","","","","","","2048.162841796875","2048.162841796875","2048.162841796875","","",""
"97338","","","","574.749755859375","574.749755859375","574.749755859375","","","","","",""
"97339","","","","","","","","","","948.406982421875","948.406982421875","948.406982421875"
"97340","","","","","","","","","","948.7310791015625","948.7310791015625","948.7310791015625"
